tau1	tau2	tau3	tau4	p1	p2	p3	p4	g1	g2	g3	g4
0.578659	3.36866	1.07242	3.6052	3.57825	-0.71926	-1.19604	-1.66294	0.887131	0.843607	0.790509	0.784453
2.14204	9.61328	9.95094	1.83014	3.59809	-0.665885	-1.98258	-0.949624	0.474235	0.561213	0.619283	0.242225
3.11008	9.10276	4.58739	7.69075	3.09963	-1.04318	-1.10259	-0.953855	0.559093	0.218254	0.638332	0.740088
7.35305	5.63059	5.54148	6.25311	4.81485	-1.68377	-1.20539	-1.92569	0.0710253	0.0739109	0.21861	0.494932
5.91497	2.09022	9.87775	7.27487	4.01679	-1.17116	-1.98882	-0.856814	0.0698882	0.862028	0.342018	0.777125
7.57132	7.5511	8.32348	2.09705	3.87409	-1.06578	-1.32643	-1.48188	0.955516	0.767153	0.736562	0.860922
8.61709	5.93447	5.27593	6.04028	4.27154	-1.90424	-0.757256	-1.61004	0.434579	0.618602	0.975896	0.381909
2.22214	4.59775	6.26269	6.01484	3.26639	-0.752192	-1.08179	-1.43241	0.265961	0.452266	0.927485	0.159434
8.42834	2.69758	8.68226	9.49556	3.63316	-1.47604	-1.50686	-0.650264	0.815003	0.963877	0.81297	0.866169
9.651	2.67425	0.770655	7.78991	4.65373	-1.94038	-1.28129	-1.43206	0.113878	0.786158	0.466938	0.0725414
5.84009	4.62114	9.39238	5.56512	2.6816	-0.780085	-0.980768	-0.920743	0.391052	0.0979377	0.941741	0.056171
9.15565	2.40718	8.56711	3.10589	4.75104	-1.38722	-1.49793	-1.8659	0.801991	0.362785	0.436403	0.917753
3.68945	3.60808	6.13512	9.56069	3.58238	-1.71159	-0.935219	-0.935569	0.856618	0.997744	0.615236	0.656335
6.06641	7.64195	7.33839	3.14751	4.13657	-1.02005	-1.83956	-1.27696	0.139412	0.909668	0.715963	0.697769
9.5918	0.777076	2.91248	9.53234	2.3334	-0.719344	-0.962059	-0.651994	0.708186	0.713165	0.415526	0.548514
1.34513	1.70592	5.0603	5.19872	2.47191	-0.87926	-0.763428	-0.829217	0.399754	0.080718	0.831506	0.396368
3.39345	3.7509	2.64555	2.45105	4.1243	-0.933211	-1.41128	-1.7798	0.455624	0.152539	0.65351	0.831487
8.59696	8.20359	8.07222	7.20024	4.40665	-1.8015	-0.856615	-1.74853	0.690163	0.660331	0.783748	0.470777
9.71149	6.56491	3.23504	3.45453	2.95897	-0.707052	-1.21956	-1.03235	0.534853	0.639663	0.631006	0.217233
9.95771	2.0423	2.37267	3.51817	4.44575	-1.78704	-1.48053	-1.17818	0.705345	0.0787339	0.20134	0.898752
2.14903	1.18158	8.59167	6.87754	4.10246	-1.00598	-1.57943	-1.51705	0.497457	0.481202	0.993735	0.487496
6.02965	9.63011	9.66855	8.92152	4.34271	-1.64589	-1.23732	-1.4595	0.633478	0.454875	0.750583	0.723707
4.52412	2.72107	4.81369	9.52411	3.85354	-0.723553	-1.70919	-1.4208	0.0674345	0.834828	0.591507	0.406919
1.6348	8.69008	5.94733	9.66879	2.63283	-0.933053	-0.65849	-1.04129	0.342908	0.594786	0.589171	0.552921
4.08477	8.74434	6.5797	2.04475	3.34169	-1.215	-1.54719	-0.579491	0.133337	0.887917	0.2151	0.943509
9.56688	4.57872	6.05744	8.17173	3.18254	-1.27818	-1.35799	-0.546366	0.851506	0.668087	0.624444	0.749381
6.7511	5.88018	4.89769	9.07139	2.50816	-1.44815	-0.519022	-0.540984	0.883028	0.480177	0.0649107	0.0661379
5.34989	7.18399	3.54021	9.2447	4.34104	-1.16974	-1.4786	-1.69269	0.235332	0.101185	0.505545	0.601945
1.93476	6.87488	9.6187	1.00993	4.64876	-1.93302	-0.934666	-1.78107	0.877117	0.368975	0.701277	0.859606
1.96332	3.38086	9.15771	1.45781	2.99832	-0.574367	-1.85882	-0.565127	0.78487	0.770362	0.571002	0.321958
3.92582	4.073	1.70185	0.632226	2.73784	-1.41573	-0.578501	-0.743615	0.349066	0.616987	0.51172	0.944479
2.2565	2.23369	3.27585	6.2158	4.56149	-1.74119	-1.85326	-0.967035	0.137229	0.0709487	0.450279	0.0790141
8.00105	9.52987	4.61775	1.12046	4.23377	-1.13267	-1.87842	-1.22268	0.176279	0.454667	0.921691	0.928551
3.54257	2.75921	8.29981	4.3985	3.45229	-0.53801	-1.25652	-1.65776	0.702874	0.849038	0.974324	0.474187
7.96419	4.15932	7.05607	0.890848	4.27904	-1.9416	-0.818209	-1.51923	0.0810813	0.628481	0.367655	0.725128
7.623	4.47636	0.532909	4.00815	4.70715	-1.11171	-1.82322	-1.77223	0.101577	0.239839	0.45193	0.0809678
7.5295	1.48908	8.33382	9.64071	2.06634	-0.568704	-0.772024	-0.725614	0.571514	0.902673	0.265756	0.468411
8.91164	6.53765	5.19174	7.85628	4.08208	-1.55717	-1.16597	-1.35894	0.516318	0.14044	0.286853	0.0501702
9.16626	4.77502	9.85775	5.58825	3.33122	-1.38424	-0.519672	-1.42731	0.429585	0.657984	0.112955	0.163608
6.20276	6.63568	1.96944	2.7879	3.07868	-1.02432	-1.07267	-0.981687	0.370874	0.862923	0.128304	0.478688
1.95136	1.93274	2.76611	3.55055	3.65216	-1.65581	-0.889826	-1.10652	0.585443	0.662409	0.69565	0.217509
0.596509	7.21224	1.03715	3.83927	2.43481	-1.0299	-0.826996	-0.57792	0.911803	0.24681	0.830637	0.859072
0.997187	5.03493	8.44677	9.76005	3.09169	-0.560768	-1.7877	-0.743221	0.740238	0.686295	0.346619	0.763124
9.38189	9.17887	6.91804	4.39614	2.94987	-0.704325	-0.617637	-1.62791	0.136936	0.512257	0.171183	0.95561
7.13993	1.2632	6.51499	9.09912	4.99849	-1.85905	-1.54061	-1.59884	0.463495	0.939049	0.818012	0.446104
5.36602	9.77084	9.29442	6.22245	2.31943	-0.737971	-0.757816	-0.823639	0.89398	0.197797	0.660163	0.308511
1.54613	2.75067	0.544689	4.14805	3.67407	-1.75299	-0.804922	-1.11616	0.617606	0.841253	0.255178	0.717685
4.78963	1.79572	3.03065	0.857398	4.6083	-1.34291	-1.70512	-1.56028	0.456652	0.29796	0.38258	0.854814
5.03949	7.35146	1.94855	1.71061	4.30989	-0.969174	-1.63951	-1.7012	0.776721	0.199771	0.451356	0.78982
7.71489	4.49343	5.55431	4.97941	5.21102	-1.97057	-1.30911	-1.93134	0.612089	0.0617177	0.471147	0.604743
1.96498	1.29327	6.9959	3.21324	4.16319	-0.693865	-1.94051	-1.52881	0.199599	0.6394	0.366233	0.085753
9.6781	9.98158	1.59894	0.716317	3.37172	-0.543548	-0.979334	-1.84884	0.585608	0.719864	0.632125	0.447121
9.98171	5.43372	8.02507	8.00257	4.31294	-1.46175	-1.94219	-0.909006	0.914188	0.58789	0.829177	0.748505
7.10509	2.41398	9.77121	4.37286	3.09238	-1.16339	-0.804094	-1.1249	0.477248	0.472112	0.0571567	0.466711
6.01289	6.19778	4.14083	2.13659	3.42496	-0.971369	-0.690281	-1.76331	0.547975	0.716794	0.262782	0.40857
9.62399	7.34773	4.9466	4.67578	3.46544	-1.21171	-1.51691	-0.736825	0.47064	0.424947	0.354941	0.851071
2.06381	5.89759	4.87773	7.55843	3.76166	-1.3598	-0.836353	-1.56551	0.772045	0.176533	0.53324	0.324699
7.88412	2.08593	2.9582	3.13641	3.28959	-1.45011	-1.25637	-0.58311	0.0517082	0.955224	0.483532	0.36161
7.10364	2.08194	5.28734	6.93665	2.6959	-1.18221	-0.915489	-0.5982	0.657339	0.866363	0.27334	0.438657
5.42839	3.88704	3.70474	0.666266	3.27078	-0.790163	-1.60552	-0.875097	0.639519	0.622513	0.181672	0.989276
5.56093	1.75034	5.92247	1.88666	4.89678	-1.29848	-1.69598	-1.90232	0.695807	0.303303	0.293327	0.172527
9.09234	8.25425	1.02812	8.10139	3.07002	-0.569476	-1.11451	-1.38603	0.581191	0.500777	0.115328	0.521268
4.74242	3.71	6.97427	0.722056	3.28032	-0.531451	-1.46981	-1.27907	0.505379	0.118883	0.98992	0.0594554
5.81561	5.2709	2.92307	4.8401	4.25976	-1.9383	-1.76952	-0.551931	0.999467	0.838878	0.628016	0.652398
0.654695	3.99035	2.69001	8.40462	4.56982	-1.98826	-1.11505	-1.46651	0.0508882	0.0540051	0.851078	0.377643
4.3033	5.66663	4.51853	6.73271	3.47328	-1.48469	-1.42389	-0.564697	0.881387	0.228337	0.189312	0.680921
2.55438	7.28129	6.94227	3.16924	3.57616	-0.737672	-1.20053	-1.63796	0.725602	0.83896	0.689939	0.849523
9.90851	6.55039	8.88135	7.76116	3.5891	-1.38064	-0.817192	-1.39127	0.724728	0.707517	0.483003	0.895483
7.13769	1.18495	0.617196	2.33108	3.88891	-1.63725	-1.61692	-0.634736	0.483282	0.164835	0.842392	0.249726
6.5142	3.58624	6.75193	3.5685	3.57197	-1.51551	-1.33212	-0.724346	0.859697	0.337516	0.463977	0.854916
3.54087	6.19677	5.36148	5.35184	5.07957	-1.62545	-1.90323	-1.55089	0.275054	0.641933	0.518355	0.102755
6.33365	5.562	7.02123	4.79416	4.21517	-0.544649	-1.73154	-1.93898	0.3256	0.0635759	0.125459	0.685664
6.68422	0.928134	8.54792	2.20312	2.47492	-0.997293	-0.941681	-0.535949	0.506745	0.518145	0.104241	0.819234
7.22693	7.3039	9.52847	0.60075	3.59554	-1.00438	-1.99271	-0.598452	0.187493	0.349738	0.929855	0.335234
0.834481	2.34727	6.11728	0.69677	4.65273	-1.58557	-1.06906	-1.9981	0.0937227	0.600662	0.516075	0.558559
8.55587	7.14607	4.4206	5.15776	3.47745	-1.34548	-1.17501	-0.95696	0.366014	0.805988	0.129704	0.59286
9.65468	1.51775	4.49307	7.99923	4.95716	-1.9556	-1.64778	-1.35378	0.929815	0.695722	0.179315	0.560312
8.88858	2.38138	3.59304	9.3582	4.1796	-1.93196	-0.904043	-1.3436	0.858208	0.883601	0.724861	0.313654
6.45202	5.22498	3.47423	9.99891	3.83459	-1.26343	-1.49896	-1.07219	0.355163	0.326598	0.75365	0.670941
2.57983	8.88355	2.24419	9.9245	3.79444	-1.33053	-1.23084	-1.23307	0.979316	0.662204	0.322141	0.388271
5.22092	5.9334	9.57191	5.65274	3.48704	-0.755873	-1.41042	-1.32074	0.37109	0.553493	0.98127	0.566453
1.16028	8.68266	4.58346	0.629869	3.35607	-0.592031	-0.780722	-1.98332	0.644309	0.335892	0.993296	0.0683003
3.88093	6.58375	2.40465	2.49921	4.43638	-1.80265	-1.91738	-0.716357	0.645522	0.791238	0.852103	0.153507
1.07126	2.29208	7.30484	7.49413	3.3485	-1.74906	-1.08626	-0.513176	0.580907	0.678578	0.699903	0.98409
2.79883	9.74254	2.71752	4.0878	4.17881	-1.81349	-1.50807	-0.85725	0.234505	0.322718	0.442462	0.288564
8.49896	3.5553	4.90944	1.38807	4.74212	-1.92657	-1.87074	-0.944814	0.18456	0.177531	0.0614438	0.523687
1.05109	7.87822	1.69378	3.02229	2.27075	-0.59107	-1.05277	-0.6269	0.89362	0.821329	0.615499	0.614981
2.62575	6.84248	5.50642	3.55633	2.9425	-0.807005	-1.12205	-1.01344	0.716193	0.222582	0.397455	0.982398
0.725654	2.97377	6.28511	7.985	3.96046	-1.28823	-1.90687	-0.765362	0.634127	0.696596	0.971073	0.284494
5.28854	9.99584	9.68491	3.00242	3.97555	-1.76467	-1.15876	-1.05212	0.412422	0.163668	0.291961	0.567048
3.58425	5.53141	8.5473	3.66035	3.5655	-0.725446	-1.984	-0.856054	0.1616	0.901072	0.198819	0.325311
8.72114	7.5003	5.98176	1.83598	3.24462	-1.20087	-0.709992	-1.33375	0.438272	0.0574033	0.630572	0.549255
4.73833	7.3682	2.73616	9.82898	3.6302	-1.17144	-1.90586	-0.552898	0.358159	0.237174	0.851508	0.463672
8.21184	2.44048	7.64219	6.12958	5.24104	-1.89699	-1.55347	-1.79059	0.981859	0.318646	0.576057	0.179665
2.07315	4.18038	3.8054	0.697784	4.31073	-1.59126	-1.51904	-1.20043	0.744039	0.103568	0.199679	0.220255
3.84555	2.74349	3.57051	7.55239	2.86709	-0.544126	-1.25829	-1.06468	0.298973	0.739205	0.903238	0.177366
1.93747	2.85932	8.81737	1.15737	3.62781	-1.13548	-1.03094	-1.46139	0.367748	0.095157	0.706989	0.320048
3.94201	8.79202	7.0607	5.11798	2.95871	-1.29731	-1.02812	-0.633281	0.654124	0.244445	0.995262	0.362241
3.14272	9.58558	7.25084	7.00277	4.12684	-0.660887	-1.56549	-1.90046	0.106894	0.186346	0.141543	0.55459
0.703584	2.48323	6.73809	8.5298	4.04183	-0.711674	-1.50797	-1.82218	0.694388	0.811295	0.0771217	0.238531
1.19644	9.59716	5.60431	6.69277	4.28998	-0.502763	-1.84962	-1.9376	0.280992	0.986881	0.347254	0.372063
3.96179	7.20631	6.54953	9.34867	2.83422	-0.534487	-0.635935	-1.6638	0.424218	0.596485	0.345501	0.27237
9.12527	4.8543	1.42285	0.560216	3.47687	-0.512168	-1.33438	-1.63033	0.895323	0.315229	0.759108	0.708284
1.38631	8.38355	5.58118	4.87673	3.39549	-1.10904	-0.748334	-1.53811	0.292498	0.898035	0.110692	0.31514
5.12584	3.23646	7.02397	8.24725	4.01559	-1.56437	-1.48014	-0.971082	0.844044	0.428444	0.185282	0.60411
6.23745	8.5177	7.72422	2.50369	2.93875	-0.906777	-1.51972	-0.512261	0.438517	0.882061	0.418374	0.800941
2.54801	1.64492	4.70308	9.81423	2.60349	-0.735562	-1.30788	-0.560043	0.447485	0.466547	0.0977179	0.180621
7.08413	8.57803	7.76376	2.61859	4.26156	-1.29413	-1.59618	-1.37125	0.603369	0.684889	0.745613	0.814873
3.14176	3.23237	6.38723	2.4785	4.52778	-1.68573	-1.26691	-1.57513	0.335455	0.846822	0.0751893	0.256762
8.78105	3.43473	4.0446	2.00304	4.13227	-1.44523	-1.02251	-1.66453	0.532991	0.472974	0.552336	0.272063
2.84281	3.34236	9.72586	2.97704	3.39373	-0.951577	-1.07553	-1.36663	0.197871	0.846456	0.215221	0.77588
7.95936	4.46315	8.95005	5.81608	2.4361	-0.505986	-0.739955	-1.19016	0.793695	0.227504	0.830033	0.669314
8.60354	8.4759	0.714254	3.28125	2.68842	-1.17508	-0.690517	-0.822824	0.539999	0.608465	0.807308	0.345865
2.38731	7.87277	2.75869	5.66266	5.10001	-1.9623	-1.42116	-1.71656	0.308781	0.253446	0.0669564	0.460829
5.34106	5.81597	8.15944	4.4128	2.83078	-1.19387	-0.93448	-0.702423	0.754247	0.195994	0.470843	0.892057
7.60972	3.65363	2.33635	3.9001	3.02869	-1.10651	-1.35205	-0.570135	0.846792	0.561963	0.996074	0.978093
0.870595	4.26082	1.69667	4.8857	3.93539	-1.47426	-1.39075	-1.07038	0.685047	0.477549	0.885914	0.326482
3.80953	9.23077	8.02055	0.859205	4.01923	-0.778851	-1.42787	-1.81251	0.400251	0.391324	0.693973	0.959811
7.83462	5.5937	3.57139	6.73528	3.73436	-0.948296	-1.36566	-1.42041	0.237854	0.448654	0.0795255	0.816062
6.66671	9.31395	8.07745	1.97834	3.84635	-1.02899	-1.3713	-1.44606	0.167311	0.232779	0.710995	0.479431
4.44904	3.57721	1.25939	7.24552	3.77491	-1.70089	-0.724279	-1.34974	0.0588188	0.143253	0.504469	0.0886828
4.19594	6.41992	5.17512	4.615	4.24586	-1.11125	-1.44859	-1.68602	0.80351	0.243159	0.139951	0.259516
5.78856	9.39023	1.28854	5.1	5.08129	-1.95891	-1.18831	-1.93407	0.431926	0.726519	0.139519	0.145816
2.70458	7.34147	6.53784	0.952092	4.41493	-1.98729	-1.6745	-0.753135	0.804387	0.134859	0.588276	0.872842
6.29893	5.84525	0.874489	6.93592	3.40059	-1.51251	-0.505493	-1.38259	0.686325	0.0784259	0.387119	0.989409
9.40593	5.50183	0.609822	1.80782	2.96758	-0.645191	-1.56374	-0.758641	0.0872673	0.16577	0.828699	0.907597
6.7584	7.85285	7.6253	7.91508	3.77199	-0.696365	-1.70185	-1.37378	0.855283	0.826946	0.388609	0.841446
3.99673	5.61238	5.15905	3.9874	3.93344	-1.1441	-1.31154	-1.4778	0.816443	0.522895	0.541736	0.468372
0.554256	4.91769	2.56373	4.71059	3.91235	-1.68014	-1.25093	-0.981279	0.125746	0.469781	0.260873	0.728118
2.81682	0.868548	2.82429	6.08296	2.45604	-0.599761	-0.762367	-1.09392	0.518233	0.64856	0.521564	0.505228
4.96139	3.16322	2.21031	8.41188	2.6945	-1.50401	-0.562204	-0.62829	0.510134	0.817655	0.472237	0.885829
1.44987	4.89471	2.69186	4.42034	4.83078	-1.92145	-1.67527	-1.23405	0.62302	0.83976	0.579453	0.0730828
4.62783	6.96713	8.37032	7.76376	2.81795	-1.04989	-0.537738	-1.23032	0.898613	0.697573	0.403835	0.27107
4.31112	8.82079	9.24567	8.75644	2.96087	-0.962841	-0.594526	-1.4035	0.188076	0.563792	0.406537	0.665442
9.92001	2.47785	3.59334	5.94465	4.22463	-1.75453	-0.642989	-1.82711	0.0656358	0.393621	0.678143	0.317437
7.11505	1.97786	2.39209	3.60407	4.25214	-1.05975	-1.26029	-1.9321	0.966202	0.175565	0.819634	0.852768
1.02322	9.94216	8.52598	5.03758	4.69466	-1.17924	-1.92622	-1.58921	0.674261	0.488826	0.395292	0.688038
1.46437	1.30989	6.84121	9.16334	2.95768	-0.939869	-0.83209	-1.18572	0.78855	0.114504	0.904758	0.944965
8.86895	9.13477	2.63129	7.67833	4.6931	-1.03895	-1.9473	-1.70685	0.391755	0.606909	0.599557	0.794832
9.11831	9.46473	7.57691	3.96727	2.65314	-1.39116	-0.756366	-0.50561	0.464926	0.926921	0.774038	0.112433
6.24391	2.02636	7.48832	3.65613	3.3469	-0.609451	-1.70045	-1.037	0.303853	0.27416	0.289052	0.128193
2.08299	6.11585	3.35278	4.19978	5.05661	-1.74525	-1.33983	-1.97153	0.287129	0.418349	0.69932	0.394395
3.46089	6.46969	9.27536	1.15643	4.65523	-0.952372	-1.80649	-1.89637	0.323863	0.996191	0.136309	0.533688
3.62891	7.59725	5.94664	8.84854	3.6203	-1.15617	-1.89225	-0.571876	0.697539	0.684435	0.563888	0.850386
7.61446	1.76063	9.02002	0.691763	3.7248	-1.01807	-1.91936	-0.787362	0.99825	0.933002	0.10892	0.458497
8.98003	6.64468	7.99929	2.80856	3.41048	-0.785905	-0.798426	-1.82615	0.517064	0.254793	0.849268	0.844974
4.22745	8.04216	4.54891	3.28201	3.67887	-1.02257	-1.12006	-1.53625	0.0544527	0.102569	0.344727	0.165869
9.40704	4.9644	9.35764	1.9649	3.37007	-0.572943	-1.26016	-1.53697	0.549378	0.977589	0.288821	0.465351
6.747	9.69688	9.5993	7.77852	3.72114	-0.843803	-1.94162	-0.93572	0.268046	0.626817	0.607664	0.646811
9.96252	6.68904	1.02011	7.89181	3.91239	-1.64582	-0.860923	-1.40565	0.569991	0.787274	0.713584	0.222903
8.93611	4.15335	7.18562	2.73771	4.91526	-1.45377	-1.76452	-1.69697	0.909323	0.607149	0.575382	0.197866
2.9843	2.14353	6.25633	2.03158	3.10527	-0.567931	-1.69885	-0.838488	0.641825	0.396058	0.622232	0.476813
3.89503	1.2012	7.52947	4.3691	4.19045	-1.99709	-0.67343	-1.51993	0.5385	0.552498	0.968515	0.542861
2.16155	4.22591	4.04033	0.923683	3.08849	-0.590683	-1.2106	-1.2872	0.549858	0.910553	0.619026	0.884137
6.87488	4.73626	3.33094	4.59752	4.38568	-1.95008	-1.78107	-0.654525	0.218406	0.718108	0.711153	0.0909783
8.18603	8.69737	7.45805	6.8349	4.52384	-1.66705	-1.41172	-1.44506	0.699496	0.783586	0.305285	0.208887
3.6586	3.82305	3.38279	2.0257	3.5898	-1.49943	-0.517879	-1.57249	0.767596	0.188279	0.15467	0.257087
9.18645	2.70697	2.72416	3.78857	2.74235	-0.593684	-1.36767	-0.780992	0.210027	0.25439	0.409925	0.463348
1.27394	9.30981	9.08425	7.9398	3.03431	-0.734533	-0.859685	-1.44009	0.782273	0.125248	0.260612	0.682751
3.86853	1.37175	7.09969	8.09321	2.16383	-0.551293	-0.515582	-1.09696	0.529299	0.666617	0.143814	0.782071
7.56164	8.9337	3.34344	4.65071	4.23119	-1.15244	-1.40399	-1.67477	0.214005	0.870198	0.521203	0.119668
4.71411	6.48542	2.96614	6.51909	3.80995	-0.983262	-1.32685	-1.49984	0.613124	0.706446	0.132333	0.586079
9.21054	3.85241	5.01732	4.17455	3.62017	-1.166	-0.931195	-1.52297	0.999806	0.71645	0.620824	0.29741
1.60299	3.83153	7.80184	4.58843	2.95525	-0.730002	-0.653653	-1.5716	0.754546	0.408686	0.395038	0.0527641
1.34026	2.87016	3.2242	1.76305	3.64991	-0.506784	-1.66198	-1.48115	0.107858	0.45513	0.342092	0.747415
3.74868	7.82272	4.1569	6.01468	2.91013	-0.79216	-1.29095	-0.82702	0.663246	0.971004	0.25723	0.667586
0.508533	7.50541	9.53712	6.33547	3.84121	-0.751184	-1.6881	-1.40193	0.157118	0.967824	0.184285	0.342387
8.92774	8.59598	3.40068	5.49309	2.74285	-1.21911	-0.719092	-0.804645	0.879144	0.125731	0.228275	0.0784876
2.02032	5.66951	1.39909	5.26991	5.4061	-1.63677	-1.99602	-1.77331	0.961505	0.230386	0.468737	0.403189
9.42367	8.66828	1.87165	2.92473	3.16249	-1.58011	-0.811814	-0.770568	0.347732	0.759325	0.935368	0.795297
8.29681	3.75449	3.33936	9.6123	3.94417	-1.57629	-0.950039	-1.41784	0.703324	0.535501	0.308818	0.14825
8.26605	0.647966	8.70462	7.294	3.73929	-1.6607	-1.25988	-0.818708	0.282273	0.693462	0.429124	0.420243
3.85028	5.17984	3.274	4.77527	4.61481	-0.764868	-1.86392	-1.98602	0.342834	0.585365	0.837667	0.736669
3.37753	0.991683	4.9319	5.46471	4.21165	-1.61788	-1.42665	-1.16712	0.660592	0.737856	0.678691	0.407373
7.43183	7.09676	1.80551	2.09915	2.87222	-0.968565	-0.999282	-0.904371	0.101345	0.634729	0.511161	0.455966
1.718	8.50052	4.46343	1.35887	3.58641	-1.14925	-1.9106	-0.526558	0.515575	0.253926	0.797611	0.612226
4.54704	4.19061	4.41571	1.30959	3.76211	-0.834992	-0.999661	-1.92746	0.588563	0.784629	0.476941	0.122641
8.87562	6.35383	6.36249	2.2415	4.20805	-1.29134	-1.8017	-1.11501	0.954816	0.317634	0.127084	0.373055
7.21189	7.79071	6.59121	2.35924	3.65502	-1.59638	-0.864325	-1.19431	0.199944	0.769749	0.275626	0.626473
3.47712	4.93099	6.98614	1.09554	4.90978	-1.82393	-1.44346	-1.64239	0.711373	0.0918095	0.926954	0.645928
7.267	4.61248	1.73972	5.85105	3.52113	-0.690131	-1.42811	-1.40289	0.2633	0.491589	0.936393	0.474022
5.14611	9.54981	5.67268	2.97386	4.44644	-1.82255	-1.80296	-0.820925	0.441669	0.907323	0.332927	0.0979418
2.80479	9.6141	8.99241	5.642	3.4715	-0.891892	-0.963854	-1.61576	0.880917	0.707681	0.631236	0.718108
0.925354	4.56306	9.23024	4.13745	3.13235	-1.65134	-0.736942	-0.74407	0.434932	0.901009	0.839691	0.939989
2.38263	2.28431	6.1858	6.82751	4.2031	-0.863165	-1.99994	-1.33999	0.293269	0.47789	0.0728112	0.394784
2.23868	9.56015	2.09472	3.81061	2.68487	-0.811599	-0.861513	-1.01176	0.721931	0.0927101	0.240515	0.957774
2.18	3.6976	7.89478	8.8114	5.29926	-1.9916	-1.31007	-1.99758	0.495928	0.376762	0.126131	0.134261
6.1946	5.40328	7.4758	9.01121	4.19362	-1.30543	-0.955932	-1.93226	0.760937	0.101357	0.576134	0.783396
6.87588	5.70544	2.22268	5.17611	4.44277	-0.987559	-1.95217	-1.50304	0.337447	0.0910451	0.272657	0.684328
0.577788	4.44556	1.1773	4.37195	5.04005	-1.35387	-1.71181	-1.97437	0.0671088	0.117792	0.0866716	0.455402
0.934403	4.90445	3.69576	9.87641	4.63831	-1.6409	-1.58386	-1.41355	0.989166	0.443197	0.329621	0.351038
1.93217	6.07933	9.7052	9.15759	4.59562	-0.797811	-1.80828	-1.98953	0.162499	0.319161	0.457697	0.929132
9.78266	5.75419	3.10218	8.34027	3.17093	-0.888964	-1.28901	-0.992963	0.94566	0.947206	0.243671	0.0992722
9.13122	3.21913	9.49545	2.80585	2.79374	-0.665584	-0.624118	-1.50404	0.34992	0.593655	0.335045	0.915855
3.85799	2.64608	5.91232	9.3072	2.55714	-0.709996	-0.675244	-1.1719	0.435257	0.905199	0.513951	0.930928
6.37408	3.63483	1.95107	6.67129	5.11346	-1.84068	-1.72139	-1.5514	0.0613872	0.0556246	0.596284	0.906873
4.19241	6.43131	2.63378	8.21283	4.5382	-1.82327	-0.979644	-1.73529	0.479254	0.807124	0.0949656	0.61334
2.27418	2.74572	2.03878	3.96805	2.6259	-0.532451	-1.05309	-1.04036	0.509147	0.956832	0.200379	0.0892409
2.08542	3.59808	3.12084	4.68315	3.9108	-1.6692	-0.868707	-1.37289	0.642667	0.936578	0.257986	0.222177
6.66147	3.29289	4.12043	7.04362	3.99835	-1.25711	-0.893431	-1.84781	0.662859	0.141908	0.091636	0.439057
1.57658	5.30594	9.04839	9.83596	3.25477	-0.704632	-0.936697	-1.61344	0.860495	0.48999	0.156527	0.442078
5.24947	1.82953	6.55737	1.28299	3.50972	-0.794874	-1.33159	-1.38326	0.762411	0.485029	0.280639	0.434344
0.624852	2.75371	6.2638	0.909129	4.30809	-1.57618	-0.962934	-1.76898	0.631017	0.65957	0.343168	0.687779
4.88884	2.4247	0.999454	5.4517	4.43929	-1.41517	-1.71625	-1.30787	0.382385	0.0503856	0.797329	0.264289
0.976868	1.68434	4.70781	8.69927	2.99579	-0.670218	-1.16009	-1.16548	0.116198	0.106948	0.371025	0.898961
0.835386	8.19253	9.857	6.54687	4.02625	-1.00072	-1.59012	-1.43542	0.878406	0.432253	0.936873	0.143614
7.07594	3.82672	7.06746	3.55787	3.11827	-0.956134	-1.42572	-0.736421	0.87264	0.867165	0.411875	0.677713
0.751117	8.03947	6.97361	9.55175	5.15338	-1.75657	-1.92863	-1.46819	0.131911	0.0868391	0.644954	0.658303
2.62665	7.61187	7.4079	5.90458	3.22214	-0.965139	-0.599151	-1.65785	0.719305	0.942643	0.967069	0.59426
9.97211	6.16831	8.72543	8.35963	3.73174	-1.49608	-1.03509	-1.20057	0.407976	0.21198	0.096953	0.803821
5.0093	3.52363	1.7138	0.595821	4.11118	-1.22223	-1.62797	-1.26097	0.194411	0.972197	0.847492	0.161972
8.33903	2.26009	5.0323	7.01586	3.39753	-0.667529	-0.815079	-1.91493	0.433584	0.136249	0.93194	0.193475
1.8223	2.99691	8.07849	4.96537	2.3546	-0.556482	-1.1896	-0.608514	0.813913	0.702078	0.217681	0.79858
4.5605	0.564389	1.04812	5.07888	3.48789	-1.09359	-0.779287	-1.61502	0.649354	0.474423	0.0923143	0.14946
5.66442	7.01707	4.90392	3.02584	3.95818	-0.51496	-1.73196	-1.71126	0.182997	0.758687	0.15453	0.913356
9.23015	5.89449	9.86045	3.46132	4.01041	-1.34079	-1.50021	-1.16941	0.0670396	0.651758	0.896171	0.432849
6.41697	3.94745	0.693989	1.92917	4.64338	-1.77816	-1.7622	-1.10303	0.882722	0.257835	0.655624	0.213726
0.563374	5.396	8.44918	8.81688	3.16274	-0.562206	-1.46214	-1.13839	0.423618	0.379677	0.516441	0.976379
8.75291	5.43948	5.20845	9.70868	3.00204	-0.886423	-1.11808	-0.997531	0.453128	0.302345	0.456241	0.729137
5.12413	8.44465	5.60716	5.42879	2.96815	-1.08297	-1.3373	-0.547883	0.790266	0.617835	0.515134	0.803067
8.86603	5.42524	6.56584	2.66048	3.31025	-1.12628	-1.11952	-1.06445	0.688851	0.56389	0.910219	0.627341
